,SUBMITTED_DATE,CASE_NO,PROGRAM_DESIGNATION,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTY,EMPLOYER_POSTAL_CODE,NBR_IMMIGRANTS,BEGIN_DATE,END_DATE,JOB_TITLE,DOL_DECISION_DATE,OCCUPATIONAL_CODE,OCCUPATIONAL_TITLE,APPROVAL_STATUS,WAGE_RATE_1,RATE_PER_1,MAX_RATE_1,PART_TIME_1,CITY_1,STATE_1,PREVAILING_WAGE_1,WAGE_SOURCE_1,YR_SOURCE_PUB_1,OTHER_WAGE_SOURCE_1,WAGE_RATE__2,RATE_PER_2,MAX_RATE_2,PART_TIME_2,CITY_2,STATE_2,PREVAILING_WAGE_2,WAGE_SOURCE_2,YR_SOURCE_PUB_2,OTHER_WAGE_SOURCE_2,WITHDRAWN
240114,2009-06-03,I-09154-4998769,R,"AGDIA, INC.",30380 COUNTY ROAD 6,,ELKHART,IN,ELKHART,46514,1,2009-10-01,2012-09-30,BIOMATERIALS DEPARTMENT DIRECTOR,2009-06-03,41.0,OCCUPATIONS IN BIOLOGICAL SCIENCES,CERTIFIED,85000,YR,,N,ELKHART,IN,55078,Other,2008.0,OES,,,,,,,,,,,N
181805,2009-04-01,I-09042-4667555,R,"CHATEAUBLEAU INN, INC.",1111 PONCE DE LEON BLVD.,,CORAL GABLES,FL,MIAMI-DADE,33134,1,2009-05-09,2012-05-08,FOOD & BEVERAGE DIRECTOR/RESTAURANT MANAGER,2009-04-01,189.0,MISCELLANEOUS MANAGERS AND OFFICIALS,CERTIFIED,180000,YR,,N,CORAL GABLES,FL,60819,Other,2008.0,OES,,,,,,,,,,,N
31146,2008-11-21,I-08326-4573079,R,ICICI,"2ND CROSS, BORIVALI","2ND CROSS, BORIVALI",MUMBAI,CA,,20010-0222,3,2008-11-21,2009-01-01,TEST JOB6,2008-11-21,8.0,CHEMICAL ENGINEERING OCCUPATIONS,CERTIFIED,2000,HR,2000.0,N,CHICAGO,AS,1000,SESA,,,,,,,,,,,,,N
62615,2009-01-23,I-09023-4637901,R,"ALTTOGLASS-USA, LLC.",10913 NW 30TH ST. SUITE 103,,DORAL,FL,MIAMI-DADE,33172,1,2009-02-02,2011-09-13,PROJECT MANAGER,2009-01-23,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,60000,YR,,N,DORAL,FL,55266,Other,2008.0,OES WAGE LIBRARY,,,,,,,,,,,N
242322,2009-06-05,I-09156-5003283,R,"MOVING BOOKS, INC.",415 DAIRY RD,SUITE E339,KAHULUI,HI,MAUI,96732,1,2009-10-01,2012-09-30,EDITOR,2009-06-05,132.0,"EDITORS: PUBLICATION, BROADCAST, AND SCRIPT",CERTIFIED,40000,YR,,N,DRURY,MI,22464,Other,2009.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
26032,2008-11-12,I-08317-4562457,R,"UNISOURCE WORLDWIDE, INC.",6600 GOVERNORS LAKE PARKWAY,,NORCROSS,GA,GWINNETT,30071,1,2008-12-19,2010-12-19,PROJECT MANAGER-SUPPLY CHAIN,2008-11-12,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,86520,YR,,N,ATLANTA,GA,78416,Other,2008.0,OES SOC,,,,,,,,,,,N
166011,2009-03-27,I-09086-4847951,R,"ORACLE USA, INC.",500 ORACLE PARKWAY,,REDWOOD SHORES,CA,SAN MATEO,94065,1,2009-09-26,2012-09-25,COMP. SYSTEMS ANALYST (SUPPORT BUS. SVS. REP. 5),2009-03-27,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,95000,YR,130000.0,N,REDWOOD SHORES,CA,90355,Other,2008.0,ONLINE WAGE LIBRARY,95000.0,yr,130000.0,N,NEW YORK,NY,88691.0,Other,2008.0,Online Wage Library,N
56817,2009-01-14,I-09014-4625693,R,"APTINA, LLC",3080 N. FIRST STREET,,SAN JOSE,CA,SANTA CLARA,95134,1,2009-01-15,2010-09-19,SENIOR APPLICATIONS ENGINEER,2009-01-14,3.0,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,CERTIFIED,98800,YR,,N,SAN JOSE,CA,98716,Other,2008.0,RADFORD BENCHMARK SURVEY,,,,,,,,,,,Y
186983,2009-04-06,I-09096-4890965,R,"BOLA SOGADE, MD, LLC",639 HEMLOCK STREET,SUITE 101,MACON,GA,BIBB,31201,1,2009-04-15,2010-09-25,COMPUTER SYSTEMS ANALYST,2009-04-06,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,50000,YR,,N,MACON,GA,49442,Other,2008.0,OES,,,,,,,,,,,N
2473,2008-10-03,I-08277-4514147,R,"DEALER DATA, INC.",950 N. FEDERAL HIGHWAY,# 207,POMPANO BEACH,FL,BROWARD,33062,1,2008-10-03,2010-12-14,SENIOR SOFTWARE DEVELOPER,2008-10-03,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,120000,YR,,N,POMPANO BEACH,FL,78582,Other,2008.0,OES ONLINE WAGE SURVEY,,,,,,,,,,,N
48675,2008-12-26,I-08361-4608509,R,E-IT PROFESSIONALS CORP.,44968 FORD ROAD,"BLDG. C, SUITE L",CANTON,MI,WAYNE,48187,1,2009-01-02,2010-01-01,COMPUTER PROGRAMMER ANALYST,2008-12-26,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,50000,YR,,N,CANTON,MI,49733,Other,2008.0,ONLINE WAGE LIBRARY,50000.0,yr,,N,DETROIT,MI,49733.0,Other,2008.0,Online Wage Library,N
232473,2009-05-22,I-09142-4983337,R,AUGUSTA COUNTY SCHOOLS,6 JOHN LEWIS RD,,FISHERSVLLE,VA,AUGUSTA,22939,1,2009-07-11,2012-07-10,MATH TEACHER,2009-05-22,91.0,OCCUPATIONS IN SECONDARY SCHOOL EDUCATION,CERTIFIED,40694,YR,,N,AUGUSTA COUNTY,VA,34910,SESA,,,,,,,,,,,,,N
74967,2009-02-10,I-09041-4664509,R,"INSOMNIAC GAMES, INC.",2255 NORTH ONTARIO STREET,SUITE 550,BURBANK,CA,LOS ANGELES,91504,1,2009-04-17,2011-02-04,SENIOR DESIGNER,2009-02-10,141.0,"COMMERCIAL ARTISTS: DESIGNERS AND ILLUSTRATORS, GRAPHIC ARTS",CERTIFIED,110000,YR,,N,BURBANK,CA,64958,Other,2008.0,OES,,,,,,,,,,,N
205723,2009-04-23,I-09112-4926971,R,HENRY FORD HEALTH SYSTEM,ONE FORD PLACE,,DETROIT,MI,WAYNE,48202,1,2009-07-01,2012-06-30,MEDICAL RESIDENT - TRANSITIONAL YEAR/NEUROLOGY,2009-04-23,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,45448,YR,,N,DETROIT,MI,43700,SESA,,,,,,,,,,,,,N
73496,2009-02-09,I-09040-4661323,R,"HENLOPEN CARDIOLOGY, P.A.",18958 COASTAL HIGHWAY,,REHOBOTH BEACH,DE,SUSSEX,19971,1,2009-04-01,2009-09-01,CARDIOLOGIST,2009-02-09,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,200000,YR,,N,REHOBOTH BEACH,DE,186285,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
264363,2009-06-30,I-09181-5047609,R,"GTRAS, INC.",4229 LAFAYETTE CENTER DRIVE,SUITE # 1750,CHANTILLY,VA,FAIRFAX,20151,1,2009-12-30,2012-12-29,COMPUTER PROGRAMMER/ANALYST,2009-06-30,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,55000,YR,65000.0,N,CHANTILLY,VA,54538,Other,2008.0,OES WAGE DATA,55000.0,yr,65000.0,N,HARRISBURG,PA,46904.0,Other,2008.0,OES WAGE DATA,N
77325,2009-02-12,I-09043-4669793,R,"INTELLISOFT TECHNOLOGIES, INC.",1425 GREENWAY DRIVE,STE 580,IRVING,TX,DALLAS,75038,1,2009-02-13,2012-02-12,SOFTWARE CONSULTANT,2009-02-12,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,52000,YR,,N,IRVING,TX,50669,Other,2008.0,FLC DATA CENTER,52000.0,yr,,N,AUSTIN,TX,37378.0,Other,2008.0,FLC DATA CENTER,N
168059,2009-03-28,I-09087-4854749,R,"H3 TECHNOLOGIES, LLC",71 CAVALIER BLVD.,SUITE 205,FLORENCE,KY,BOONE,41042,1,2009-09-27,2012-09-27,SENIOR APPLICATION ANALYST,2009-03-28,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,80000,YR,,N,FLORENCE,KY,74734,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
250889,2009-06-17,I-09168-5020687,R,"EDUCATIONDYNAMICS, LLC",5 MARINE VIEW PLAZA,SUITE 212,HOBOKEN,NJ,HUDSON,7030,1,2009-07-06,2012-07-05,.NET DEVELOPER,2009-06-17,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,85000,YR,,N,CHESTER,PA,62150,Other,2009.0,OES WAGE LIBRARY,,,,,,,,,,,Y
48414,2008-12-24,I-08359-4607993,R,"US TECH SOLUTIONS, INC",ONE EXCHANGE PLACE,SUITE # 902,JERSEY CITY,NJ,HUDSON,7302,1,2009-01-05,2010-09-25,SYSTEM ADMINISTRATOR,2008-12-24,31.0,OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS,CERTIFIED,27,HR,,Y,JERSEY CITY,NJ,27,Other,2008.0,ONLINE WAGE LIBRARY,27.0,hr,,Y,SEATTLE,WA,27.0,Other,2008.0,Online Wage Library,N
99185,2009-03-03,I-09062-4718231,R,"QUANTITATIVE RISK MANAGEMENT, INC.",181 WEST MADISON STREET,41ST FLOOR,CHICAGO,IL,COOK,60602,1,2009-09-01,2012-09-01,QUANTITATIVE OPTIMIZATION ANALYST,2009-03-03,50.0,OCCUPATIONS IN ECONOMICS,CERTIFIED,85000,YR,,N,CHICAGO,IL,69805,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
31657,2008-11-21,I-08325-4572799,R,"ORRICK, HERRINGTON & SUTCLIFFE LLP",THE ORRICK BUILDING,405 HOWARD STREET,SAN FRANCISCO,CA,,94105-2669,1,2008-12-01,2011-12-01,SCIENTIFIC ADVISOR,2008-11-21,29.0,OTHER OCCUPATIONS IN MATHEMATICS AND PHYSICAL SCIENCES,CERTIFIED,80000,YR,125000.0,N,LOS ANGELES,CA,77064,Other,2008.0,OES,,,,,,,,,,,Y
78344,2009-02-13,I-09044-4672057,R,"LIKE.COM, INC.","3 WATERS PARK DRIVE, STE 120",,SAN MATEO,CA,SAN MATEO,94403,1,2009-08-13,2012-08-12,MERCHANT OPERATIONS ANALYST,2009-02-13,50.0,OCCUPATIONS IN ECONOMICS,CERTIFIED,105000,YR,,N,SAN MATEO,CA,49171,Other,2008.0,OES,,,,,,,,,,,N
160939,2009-03-26,I-09082-4807681,R,ROLLS-ROYCE ENERGY SYSTEMS,105 N. SANDUSKY STREET,,MT. VERNON,OH,KNOX,43050,1,2009-09-22,2012-09-22,MECHANICAL ENGINEER,2009-03-26,7.0,MECHANICAL ENGINEERING OCCUPATIONS,CERTIFIED,80000,YR,,N,MT. VERNON,OH,45677,Other,2009.0,OES WAGE SURVEY,,,,,,,,,,,N
132116,2009-03-18,I-09077-4787905,R,LONG ROOT U.S.A. LLC,1653 SUNSTONE DRIVE,,MCLEAN,VA,FAIRFAX,22102,1,2009-09-15,2012-09-14,INTERNATIONAL FASHION DESIGNER,2009-03-18,141.0,"COMMERCIAL ARTISTS: DESIGNERS AND ILLUSTRATORS, GRAPHIC ARTS",CERTIFIED,43680,YR,,N,SHORT HILLS,NJ,42786,Other,2008.0,OES,,,,,,,,,,,N
188403,2009-04-06,I-09096-4894003,R,PRISTINE REHAB CARE,"4085 E. LA PALMA AVE., SUITE A",,ANAHEIM,CA,ORANGE,92807,1,2009-10-01,2010-10-01,CLINICAL FELLOW - SPEECH LANGUAGE PATHOLOGY,2009-04-06,79.0,OTHER OCCUPATIONS IN MEDICINE AND HEALTH,CERTIFIED,60000,YR,,N,ANAHEIM,CA,56160,Other,2009.0,OES SEARCH WIZARD,,,,,,,,,,,N
107110,2009-03-09,I-09068-4735931,R,UNIVERSITY OF MINNESOTA,INTERNATIONAL STUDENT & SCHOLAR SERVICES,"190 HUMPHREY CTR., 301-19TH AVE. SOUTH",MINNEAPOLIS,MN,HENNEPIN,55455,1,2009-05-25,2012-05-24,TEACHING SPECIALIST,2009-03-09,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,47130,YR,,N,MINNEAPOLIS,MN,37960,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
193566,2009-04-10,I-09100-4904713,R,"FUJITSU AMERICA, INC.",1250 E ARQUES AVENUE,,SUNNYVALE,CA,SANTA CLARA,94085,5,2009-04-10,2012-04-09,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",2009-04-10,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,86050,YR,,N,AURORA,IL,86050,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
197817,2009-04-15,I-09105-4913403,R,ACME BRICK COMPANY,3024 ACME BRICK PLAZA,,FORT WORTH,TX,TARRANT,76109,1,2009-04-15,2012-04-15,PROCESS SUPERVISOR,2009-04-15,183.0,MANUFACTURING INDUSTRY MANAGERS AND OFFICIALS,CERTIFIED,45238,YR,,N,CONVERSE,TX,29598,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
148296,2009-03-24,I-09083-4818577,R,"BUBBLE MOTION, INC.",100 VIEW STREET,,MOUNTAIN VIEW,CA,SANTA CLARA,94041,1,2009-09-20,2012-09-20,COMPUTER SYSTEMS ANALYST,2009-03-24,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,65000,YR,,N,MOUNTAIN VIEW,CA,47987,Other,2008.0,ONLINE OES/ SOC WAGE LIBRARY,,,,,,,,,,,N
63897,2009-01-26,I-09026-4640629,R,MORGAN STANLEY & CO. INC.,HARBORSIDE FINANCIAL CENTER,PLAZA TWO,JERSEY CITY,NJ,HUDSON,7311,1,2009-07-02,2010-01-28,VICE PRESIDENT,2009-01-26,50.0,OCCUPATIONS IN ECONOMICS,CERTIFIED,100000,YR,,N,NEW YORK,NY,86195,Other,2008.0,OES ONLINE WAGE SURVEY,,,,,,,,,,,N
192880,2009-04-09,I-09099-4903335,R,"STRATEGIC SYSTEMS, INC",5200 UPPER METRO PLACE,SUITE 120,DUBLIN,OH,FRANKLIN,43017,1,2009-04-09,2009-12-15,PROGRAMMER ANALYST,2009-04-09,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,58000,YR,,N,PORTLAND,OR,57117,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
106369,2009-03-07,I-09066-4734229,R,"MIAS FASHION MANUFACTURING COMPANY, INC.",12623 CISNEROS LANE,,SANTA FE SPRINGS,CA,LOS ANGELES,90670,1,2009-09-05,2012-09-03,PRE-PRODUCTION COORDINATOR,2009-03-07,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,20,HR,,N,SANTA FE SPRINGS,CA,16,Other,2009.0,OES,,,,,,,,,,,N
120175,2009-03-13,I-09072-4764109,R,"PRO MED HEALTHCARE SERVICES, LLC",603 6TH STREET NW,,WINTER HAVEN,FL,POLK,33881,1,2009-09-10,2012-09-09,PHYSICAL THERAPIST - LEVEL II,2009-03-13,76.0,THERAPISTS,CERTIFIED,20,HR,,N,WINTER HAVEN,FL,20,Other,2008.0,OES,,,,,,,,,,,N
144825,2009-03-23,I-09082-4812233,R,"EQUITY PACKAGING, INC.",321 ROUTE 202/206 SOUTH,,"PLUCKEMIN, NJ",NJ,SOMERSET,7978,1,2009-09-22,2012-09-22,PACKAGING DEVELOPMENT ENGINEER,2009-03-23,12.0,INDUSTRIAL ENGINEERING OCCUPATIONS,CERTIFIED,67454,YR,,N,PLUCKEMIN,NJ,56763,Other,2009.0,OES,67454.0,yr,,N,SAN FRANCISCO,CA,67454.0,Other,2009.0,OES,Y
170334,2009-03-30,I-09089-4859247,R,PATNI AMERICAS INC.,ONE BROADWAY,15TH FLOOR,CAMBRIDGE,MA,MIDDLESEX,2142,1,2009-09-29,2012-09-29,COMPUTER PROGRAMMERS,2009-03-30,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,63300,YR,,N,SAN JOSE,CA,63232,Other,2008.0,OES,,,,,,,,,,,N
155493,2009-03-25,I-09082-4814763,R,"EKA SYSTEMS, INC.",20201 CENTURY BLVD.,SUITE 250,GERMANTOWN,MD,MONTGOMERY,20874,1,2009-09-24,2012-09-24,SOFTWARE ENGINEER,2009-03-25,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,69000,YR,,N,GERMANTOWN,MD,59946,Other,2009.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
150123,2009-03-24,I-09083-4821815,R,SRIAK TECHNOLOGIES INC.,2750 CARPENTER ROAD,SUITE # 4,ANN ARBOR,MI,WASHTENAW,48108,1,2009-09-23,2012-09-22,PROGRAMMER ANALYST,2009-03-24,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,38000,YR,100000.0,N,ANN ARBOR,MI,37710,Other,2009.0,OES,,,,,,,,,,,N
245070,2009-06-10,I-09161-5009203,R,BALTIMORE CITY PUBLIC SCHOOLS,200 E. NORTH AVENUE,,BALTIMORE,MD,BALTIMORE,21201,1,2009-08-15,2012-08-15,ELEMENTARY & MIDDLE SCHOOL TEACHER,2009-06-10,92.0,OCCUPATIONS IN PRESCHOOL PRIMARY SCHOOL AND KINDERGARTEN EDUCATION,CERTIFIED,37340,YR,69000.0,N,THROUGH OUT BALTIMORE CITY PUBLIC SCHOOLS,MD,37340,SESA,,,,,,,,,,,,,N
96130,2009-03-02,I-09061-4711555,R,LARSEN & TOUBRO INFOTECH LIMITED,2035 LINCOLN HIGHWAY,"EDISON SQUARE WEST, SUITE 3000-3005",EDISON,NJ,MIDDLESEX,8817,1,2009-08-17,2012-08-16,IT CONSULTANT,2009-03-02,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,58156,YR,,N,SAN DIEGO,CA,44803,Other,2008.0,OES/SOC WAGES,,,,,,,,,,,N
12716,2008-10-21,I-08295-4535341,R,"SUPREME SOFT, INC.",1608 SPRING HILL RD,SUITE# 210,VIENNA,VA,FAIRFAX,22182,1,2008-10-21,2011-10-20,PROGRAMMER/ANALYST,2008-10-21,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,BELLEVUE,WA,57200,Other,2008.0,OES ALC WAGES,,,,,,,,,,,N
141628,2009-03-22,I-09081-4806265,R,ABMS TECH INC.,"81 LANCASTER AVE., SUITE #214 & 215",,MALVERN,PA,CHESTER,19355,1,2009-09-16,2012-09-15,FINANCIAL ANALYST,2009-03-22,161.0,BUDGET AND MANAGEMENT SYSTEMS AND ANALYSIS OCCUPATIONS,CERTIFIED,45000,YR,,N,MALVERN,PA,44637,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
43241,2008-12-15,I-08347-4595491,R,CGI TECHNOLOGIES AND SOLUTIONS INC.,15305 DALLAS PARKWAY,SUITE 1100,ADDISON,TX,DALLAS,75001,1,2008-12-16,2011-12-15,COMPUTER SOFTWARE ENGINEER - SYSTEMS,2008-12-15,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,65371,YR,,N,LANCASTER,SC,60902,Other,2008.0,OES WAGE DATA,,,,,,,,,,,N
60742,2009-01-21,I-09019-4630983,R,"THE ESTEE LAUDER COMPANIES, INC.",350 SOUTH SERVICE ROAD,,MELVILLE,NY,SUFFOLK,11747,1,2009-05-21,2012-05-20,BUSINESS ANALYST,2009-01-21,169.0,OTHER OCCUPATIONS IN ADMINISTRATIVE OCCUPATIONS,CERTIFIED,130420,YR,,N,MELVILLE,NY,89752,Other,2008.0,OES SOC WAGE LIBRARY,,,,,,,,,,,N
228717,2009-05-19,I-09139-4975635,R,"CIBER, INC.",6363 SOUTH FIDDLERS GREEN CIRCLE,SUITE 1400,GREENWOOD VILLAGE,CO,ARAPAHOE,80111,1,2009-05-25,2012-05-25,INFORMATION SYSTEMS SPECIALIST/ARCHITECT,2009-05-19,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,83200,YR,,N,FRANKLIN,TN,71344,Other,2008.0,OES,,,,,,,,,,,N
245142,2009-06-10,I-09161-5009131,R,A2F CONSULTING,"4915 ST. ELMO AVENUE, SUITE 205",,BETHESDA,MD,MONTGOMERY,20814,1,2009-10-01,2012-10-01,VICE PRESIDENT,2009-06-10,186.0,"FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICIALS",CERTIFIED,144000,YR,,N,BETHESDA,MD,134618,Other,2009.0,OES SURVEY,,,,,,,,,,,N
156117,2009-03-25,I-09084-4831225,R,"ORACLE USA, INC.",500 ORACLE PARKWAY,,REDWOOD SHORES,CA,SAN MATEO,94065,1,2009-09-24,2012-09-24,FINANCIAL ANALYST 4,2009-03-25,161.0,BUDGET AND MANAGEMENT SYSTEMS AND ANALYSIS OCCUPATIONS,CERTIFIED,62000,YR,76000.0,N,RESTON,VA,56800,Other,2008.0,WATSON WYATT SALARY SURVEY,,,,,,,,,,,N
145850,2009-03-23,I-09082-4814177,R,VIRGO INC,"333 N.OXFORDVALLEY RD,#405",,FAIRLESS HILLS,PA,BUCKS,19030,1,2009-03-30,2012-03-29,PROGRAMMER ANALYST,2009-03-23,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,90000.0,N,ATLANTA,GA,60000,Other,2009.0,OES WAGE SURVEY,60000.0,yr,90000.0,N,FAIRLESS HILLS,PA,47000.0,Other,2009.0,OES WAGE SURVEY,N
16359,2008-10-28,I-08302-4542771,R,THE SCHOOL DISTRICT OF PALM BEACH COUNTY,3300 FOREST HILL BLVD,A-128,WEST PALM BEACH,FL,PALM BEACH,33406,1,2008-11-03,2011-11-02,ENGLISH TEACHER,2008-10-28,92.0,OCCUPATIONS IN PRESCHOOL PRIMARY SCHOOL AND KINDERGARTEN EDUCATION,CERTIFIED,36822,YR,,N,BOYNTON BEACH,FL,36822,Collective Bargaining Agreement,,,,,,,,,,,,,Y
234843,2009-05-28,I-09148-4988259,R,"POST, BUCKLEY, SCHUH, & JERNIGAN, INC.",2001 NW 107 AVENUE,,MIAMI,FL,MIAMI-DADE,33172,1,2009-10-02,2012-10-01,ENGINEER II,2009-05-28,5.0,CIVIL ENGINEERING OCCUPATIONS,CERTIFIED,65000,YR,,N,HOUSTON,TX,58477,Other,2008.0,DIETRICH ENGINEERING SALARY SURVEY,,,,,,,,,,,N
125155,2009-03-17,I-09076-4774301,R,"INFOMATICS TECHNOLOGIES, INC.",23629 LIBERTY STREET,SUITE 203,FARMINGTON,MI,OAKLAND,48335,1,2009-03-17,2012-03-17,SOFTWARE ENGINEER,2009-03-17,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,85000,YR,,N,HOUSTON,TX,75733,Other,2008.0,OES,,,,,,,,,,,N
135206,2009-03-19,I-09078-4793637,R,"A & B ENVIRONMENTAL SERVICES, INC.",10100 EAST FREEWAY,SUITE 100,HOUSTON,TX,HARRIS,77029,1,2009-09-18,2012-09-18,STRATEGIC MANAGEMENT ANALYST,2009-03-19,161.0,BUDGET AND MANAGEMENT SYSTEMS AND ANALYSIS OCCUPATIONS,CERTIFIED,34154,YR,,N,HOUSTON,TX,34154,Other,2008.0,OES,,,,,,,,,,,N
41221,2008-12-11,I-08346-4593685,R,SATYAM COMPUTER SERVICES LTD,ONE GATEHALL DRIVE,SUITE 301,PARSIPPANY,NJ,MORRIS,7054,1,2008-12-11,2011-12-11,BUSINESS SYSTEMS ANALYST,2008-12-11,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,87000,YR,97000.0,N,DETROIT,MI,72467,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
230386,2009-05-20,I-09140-4979077,R,"XCELTECH, INC",2136  GALLOWS ROAD,SUITE F,DUNN LORING,VA,FAIRFAX,22027,5,2009-05-21,2012-05-21,PROGRAMMER ANALYST,2009-05-20,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,KANSAS,KS,49275,Other,2009.0,OES,60000.0,yr,,N,OVERLAND PARK,KS,49275.0,Other,2009.0,OES,N
250695,2009-06-16,I-09167-5020343,R,OAKSTON TECHNOLOGIES,333 LANCASTER AVENUE,619 WESTGATE,FRAZER,PA,CHESTER,19355,1,2009-10-01,2012-10-01,SYSTEMS ADMINISTRATOR,2009-06-16,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,PITTSFIELD,MA,39874,Other,2008.0,OES WAGE DATA,60000.0,yr,,N,FRAZER,PA,45344.0,Other,2008.0,OES Wage Data,N
121487,2009-03-16,I-09066-4734527,R,"STERLING COMMERCE (AMERICA), INC.",4600 LAKEHURST COURT,,DUBLIN,OH,,43016-2000,1,2009-09-12,2011-11-21,LEAD SOFTWARE ENGINEER,2009-03-16,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,82000,YR,147000.0,N,LOWELL,MA,77031,Other,2008.0,DIETRICH,,,,,,,,,,,N
140601,2009-03-21,I-09080-4804061,R,WEST DES MOINES COMMUNITY SCHOOLS,LEARNING RESOURCE CENTER,3550 MILLS CIVIC PARKWAY,WEST DES MOINES,IA,,50265-5556,1,2009-09-15,2012-09-15,CHINESE TEACHER,2009-03-21,91.0,OCCUPATIONS IN SECONDARY SCHOOL EDUCATION,CERTIFIED,34183,YR,67437.0,N,WEST DES MOINES,IA,34183,Collective Bargaining Agreement,,,,,,,,,,,,,N
75996,2009-02-11,I-09042-4666787,R,RINGLING COLLEGE OF ART & DESIGN,2700 NORTH TAMIAMI TRAIL,,SARASOTA,FL,,34234-5895,1,2009-07-06,2010-11-22,COLLEGE INSTRUCTOR,2009-02-11,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,80419,YR,,N,SARASOTA,FL,31720,SESA,,,,,,,,,,,,,N
167447,2009-03-28,I-09087-4853497,R,"PROTECH ASSOCIATES, INC.",5457 TWIN KNOLLS RD.,400,COLUMBIA,MD,HOWARD,21045,1,2009-09-27,2012-09-27,JR. APPLICATION DEVELOPER,2009-03-28,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,43200,YR,,N,FARGO,ND,41018,Other,2008.0,OES,,,,,,,,,,,N
