,LCA_CASE_NUMBER,STATUS,LCA_CASE_SUBMIT,Decision_Date,VISA_CLASS,LCA_CASE_EMPLOYMENT_START_DATE,LCA_CASE_EMPLOYMENT_END_DATE,LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM,LCA_CASE_WAGE_RATE_TO,LCA_CASE_WAGE_RATE_UNIT,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,PW_1,PW_UNIT_1,PW_SOURCE_1,OTHER_WAGE_SOURCE_1,YR_SOURCE_PUB_1,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE,PW_2,PW_UNIT_2,PW_SOURCE_2,OTHER_WAGE_SOURCE_2,YR_SOURCE_PUB_2,LCA_CASE_NAICS_CODE
8036,I-200-09189-001317,CERTIFIED,2009-07-08,2009-07-14,H-1B,2009-07-27,2012-07-26,"BOWNE TECHNOLOGY ENTERPRISE, LLC",55 WATER STREET,NEW YORK,NY,10041,15-1031.00,"Computer Software Engineers, Applications",SR. DEVELOPER APPLICATIONS,97000.0,,Year,Y,1.0,WEST CALDWELL,NJ,75899.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,561439.0
41742,I-200-09225-197048,CERTIFIED,2009-08-13,2009-08-19,H-1B,2009-12-29,2012-12-29,"ORACLE FINANCIAL SERVICES SOFTWARE INC.,","399, THORNALL ST",EDISON,NJ,8837,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,69400.0,,Year,Y,1.0,NEW YORK,NY,64750.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
34957,I-200-09217-729050,WITHDRAWN,2009-08-05,2009-08-06,H-1B,2009-08-30,2010-08-30,CADDO PARISH SCHOOLS,1961 MIDWAY STREET,SHREVEPORT,LA,71108,25-3099.00,"Teachers and Instructors, All Other",TEACHER,38145.0,,Year,Y,1.0,SHREVEPORT,LA,26370.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611110.0
56467,I-200-09239-609178,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-10-01,2012-09-30,"INTERNATIONAL TELEVISION BROADCASTING, INC.","36-01, 36TH AVENUE",LONG ISLAND CITY,NY,11106,27-2012.03,Program Directors,PROGRAM DIRECTOR,24.0,,Hour,N,1.0,LONG ISLAND CITY,NY,23.25,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,515120.0
5366,I-200-09183-056806,DENIED,2009-07-02,2009-07-07,H-1B,2009-10-01,2012-09-30,HEAVEN PERFUMES INC,3555 EAST AVE,HIALEAH,FL,33013,19-3021.00,Market Research Analysts,MARKET RESEARCH ANALYST,17.03,,Hour,N,1.0,HIALEAH,FL,31.77,Hour,OES,,2009.0,,,,,,,,325199.0
87063,I-203-09208-837983,CERTIFIED,2009-07-27,2009-07-31,E-3 Australian,2009-08-15,2011-08-14,HILTON HOTELS CORPORATION,1031 VIRGINIA AVENUE,ATLANTA,GA,30354,11-9051.00,Food Service Managers,ASSISTANT RESTAURANT MANAGER,34000.0,,Year,Y,1.0,ATLANTA,GA,33987.0,Year,Other,ONLINE FLC DATA CENTER,2009.0,,,,,,,,721110.0
74678,I-200-09258-777574,CERTIFIED,2009-09-15,2009-09-21,H-1B,2009-10-01,2012-09-30,APPLE INC.,"ONE INFINITE LOOP, M/S 84-REL",CUPERTINO,CA,95014,15-1032.00,"Computer Software Engineers, Systems Software",MODEM SYSTEMS ENGINEER (ALGORITHMS),157000.0,,Year,Y,1.0,CUPERTINO,CA,132018.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334119.0
83473,I-200-09267-740762,CERTIFIED,2009-09-24,2009-09-24,H-1B,2009-12-31,2012-12-31,SYMPHONY CORPORATION,2693 RESEARCH PARK DRIVE,MADISON,WI,53711-,15-1051.00,Computer Systems Analysts,PROGRAMMER/ ANALYST,65000.0,,Year,Y,1.0,MADISON,WI,55474.0,Year,Other,OWL,2009.0,MADISON,WI,55474.0,Year,Other,OWL,2009.0,541511.0
72744,I-200-09257-353592,CERTIFIED,2009-09-14,2009-09-18,H-1B,2009-09-21,2012-09-21,"ACCESS THERAPIES, INC.",5980 W 71ST STREET,INDIANAPOLIS,IN,46278,29-1123.00,Physical Therapists,PHYSICAL THERAPIST,29.0,,Hour,Y,2.0,LINCOLN PARK,MI,28.08,Hour,Other,FOREIGN LABOR CERTIFICATION DATA CENTER,2009.0,,,,,,,,561310.0
68573,I-200-09252-249153,CERTIFIED,2009-09-09,2009-09-15,H-1B,2009-12-01,2012-11-30,"UNITED ELITE CONSULTING, INC",26 WHITTIER DRIVE,GREENLAWN,NY,11740,17-2199.99,"Engineers, All Other",PATENT ENGINEER,42000.0,,Year,Y,1.0,GREENLAWN,NY,39437.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541990.0
2659,I-200-09149-893566,DENIED,2009-05-29,2009-06-15,H-1B,2009-10-30,2012-10-29,"VMWARE, INC.",3401 HILLVIEW AVENUE,PALO ALTO,CA,94304,15-1032.00,"Computer Software Engineers, Systems Software",SENIOR MEMBER OF TECHNICAL STAFF,110800.0,,Year,Y,1.0,PALO ALTO,CA,101418.0,Year,Other,RADFORD SALARY SURVEY,2009.0,,,,,,,,541511.0
23251,I-200-09205-223006,DENIED,2009-07-24,2009-07-28,H-1B,2009-11-01,2012-10-31,"FOOTHILL SECURITIES, INC.",150 E. DANA STREET,MOUNTAIN VIEW,CA,94041,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,80749.0,,Year,Y,1.0,MOUNTAIN VIEW,CA,73632.0,Year,OES,,2009.0,,,,,,,,523120.0
23691,I-200-09205-632258,DENIED,2009-07-24,2009-07-29,H-1B,2009-12-01,2012-12-01,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,"ONE STATE FARM PLAZA, A3",BLOOMINGTON,IL,61710,13-2041.00,Credit Analysts,CREDIT CARD RISK ANALYST,77176.0,,Year,Y,1.0,BLOOMINGTON,IL,50690.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,52400.0
14726,I-200-09196-460767,DENIED,2009-07-15,2009-07-20,H-1B,2009-09-01,2012-09-01,"JASS & ASSOCIATES, INC.",2099 GATEWAY PLACE,SAN JOSE,CA,95110-,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,80000.0,,Year,Y,1.0,PLEASANTON,CA,64459.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,SAN JOSE,CA,66976.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
65778,I-200-09246-931627,CERTIFIED,2009-09-03,2009-09-10,H-1B,2009-10-01,2012-09-30,"HSBC BANK USA, N.A.","ONE HSBC CENTER, 11TH FLOOR",BUFFALO,NY,14203,15-1051.00,Computer Systems Analysts,BUSINESS INFORMATION ANALYST,52500.0,,Year,Y,1.0,LAS VEGAS,NV,47736.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,522110.0
41213,I-200-09224-790115,WITHDRAWN,2009-08-12,2009-08-17,H-1B,2009-09-13,2012-09-13,STEPHEN WISE FREE SYNAGOGUE RELIGIOUS SCHOOL,30 WEST 68TH STREET,NEW YORK,NY,10023,25-3099.00,"Teachers and Instructors, All Other",HEAD TEACHER,11.88,,Hour,N,1.0,NEW YORK,NY,11.88,Hour,OES,,2009.0,,,,,,,,813110.0
73209,I-200-09257-719365,CERTIFIED,2009-09-14,2009-09-18,H-1B,2009-09-14,2011-08-31,TECHSPACE SOLUTIONS INC.,"4390 ROUTE 1, SUITE #212",PRINCETON,NJ,8540,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,54000.0,,Year,Y,1.0,CLEARWATER,FL,45427.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541519.0
24199,I-200-09208-037547,CERTIFIED,2009-07-27,2009-07-31,H-1B,2009-08-10,2012-01-27,NATIONWIDE INSURANCE,ONE NATIONWIDE PLAZA,COLUMBUS,OH,43215,15-1031.00,"Computer Software Engineers, Applications","SPECIALIST, IT APPLICATIONS DEVELOPMENT",69056.0,90000.0,Year,Y,1.0,DUBLIN,OH,69056.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,5241.0
32556,I-200-09215-763397,CERTIFIED,2009-08-04,2009-08-10,H-1B,2009-09-01,2010-08-31,WEILL CORNELL MEDICAL COLLEGE,1300 YORK AVENUE,NEW YORK,NY,10065,19-1022.00,Microbiologists,POSTDOCTORAL ASSOCIATE,43000.0,,Year,Y,1.0,NEW YORK,NY,33925.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611310.0
70851,I-200-09253-944549,CERTIFIED,2009-09-10,2009-09-16,H-1B,2009-10-01,2012-10-01,EQUITY FIRST MORTGAGE GROUP,"9260 ALCOSTA BLVD., SUITE B10",SAN RAMON,CA,94583,13-2011.01,Accountants,"ASSISTANT FINANCE DIRECTOR, ACCOUNTING",24.5,,Hour,Y,1.0,SAN RAMON,CA,24.5,Hour,OES,,2009.0,,,,,,,,531210.0
15613,I-200-09197-189204,CERTIFIED-WITHDRAWN,2009-07-16,2009-07-22,H-1B,2009-07-20,2012-07-20,UBISOFT INC.,625 THIRD STREET,SAN FRANCISCO,CA,94107-,15-1032.00,"Computer Software Engineers, Systems Software",SOFTWARE ENGINEER (DATAWAREHOUSE ENGINEER),74900.0,86600.0,Year,Y,1.0,SAN FRANCISCO,CA,74900.0,Year,Other,WATSON WYATT,2009.0,,,,,,,,5112.0
65608,I-200-09246-788374,DENIED,2009-09-10,2009-09-15,H-1B,2010-02-20,2011-02-19,MODEL METRICS LLC,750 N. ORLEANS,CHICAGO,IL,60610,15-1051.00,Computer Systems Analysts,SENIOR CONSULTANT,68494.0,78750.0,Year,Y,1.0,CHICAGO,IL,53165.0,Year,OES,,2009.0,,,,,,,,541519.0
84258,I-200-09268-537152,DENIED,2009-09-25,2009-09-28,H-1B,2009-10-05,2012-10-04,"ACI ACADEMY, INC.",14753 FRANKLIN AVE. UNIT D,TUSTIN,CA,92780,25-3099.99,"Teachers and Instructors, All Other",MATH & SCIENCE TEACHER,25.0,30.0,Hour,N,2.0,TUSTIN,CA,17.8,Hour,OES,OFLC ONLIN DATA CENTER,2009.0,,,,,,,,611000.0
46358,I-200-09230-902605,DENIED,2009-08-18,2009-08-19,H-1B,2009-09-07,2012-09-06,"REVERB NETWORKS, INC.",20099 ASHBROOK PLACE SUITE 105,ASHBURN,VA,20147-,17-2071.00,Electrical Engineers,WIRELESS SYSTEMS ENGINEER,78000.0,,Year,Y,1.0,ASHBURN,VA,64022.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541990.0
37691,I-200-09222-050092,DENIED,2009-08-10,2009-08-17,H-1B,2009-08-10,2012-08-09,GENOME INTERNATIONAL CORPORATION,8000 EXCELSIOR DRIVE,MADISON,WI,53717,15-1021.00,Computer Programmers,PROGRAMMER/ANALYST,32500.0,,Year,Y,1.0,NASHVILLE,TN,32427.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,MADISON,WI,35298.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
7340,I-200-09188-346777,CERTIFIED,2009-07-09,2009-07-15,H-1B,2009-08-01,2010-07-31,WEILL CORNELL MEDICAL COLLEGE,1300 YORK AVENUE,NEW YORK,NY,10065,19-1099.99,"Life Scientists, All Other",SR RESEARCH ASSOCIATE IN SURGERY,60000.0,,Year,Y,1.0,NEW YORK,NY,55016.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611310.0
47452,I-200-09231-705878,DENIED,2009-08-20,2009-08-31,H-1B,2009-10-01,2012-09-30,PAUL C RIZZO ASSOCIATES INC,105 MALL BLVD,MONROEVILLE,PA,15146,17-2051.00,Civil Engineers,ASSISTANT PROJECT ENGINEER,28.68,,Hour,Y,1.0,MONROEVILLE,PA,28.68,Hour,Other,OES ONLINE WAGE LIBRARY,2009.0,,,,,,,,541330.0
38736,I-200-09222-926517,CERTIFIED,2009-08-10,2009-08-14,H-1B,2009-08-10,2012-08-09,TECHNOLOGY CONSULTANTS INC,33505 STATE ST,FARMINGTON,MI,48335,15-1051.00,Computer Systems Analysts,PROGRAMMER ANALYST,64000.0,,Year,Y,1.0,DEARBORN,MI,63752.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
63991,I-200-09245-482239,WITHDRAWN,2009-09-02,2009-09-03,H-1B,2009-09-03,2012-09-02,"ASHLEY MCGRAW ARCHITECTS, P.C.",500 S SALINA ST,SYRACUSE,NY,13202,17-1011.00,"Architects, Except Landscape and Naval",ARCHITECTURAL DESIGNER,38000.0,50000.0,Year,Y,2.0,SYRACUSE,NY,49650.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,54131.0
43166,I-200-09226-383179,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-10-01,2012-10-01,"PROSOLIA NORTH AMERICA, INC.",1998 BROADWAY STREET,SAN FRANCISCO,CA,94109,11-1021.00,General and Operations Managers,CHIEF OPERATING OFFICER,35.0,,Hour,N,1.0,BOSTON,MA,33.42,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541330.0
8627,I-200-09189-511835,WITHDRAWN,2009-07-10,2009-07-13,H-1B,2009-10-01,2012-09-30,TEXAS INSTRUMENTS INCORPORATED,"7839 CHURCHILL WAY, MS 3999",DALLAS,TX,75251,17-2071.00,Electrical Engineers,PRODUCT ENGINEER,70020.0,,Year,Y,1.0,DALLAS,TX,70000.0,Year,Other,WATSON WYATT DATA SERVICES,2009.0,,,,,,,,334410.0
73737,I-200-09258-108260,CERTIFIED,2009-09-15,2009-09-21,H-1B,2009-10-01,2012-09-30,JUSTALENT LLC,1934 OLD GALLOWS ROAD,VIENNA,VA,22182,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,65000.0,,Year,Y,1.0,VIENNA,VA,56680.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
32206,I-200-09215-480572,CERTIFIED,2009-08-03,2009-08-07,H-1B,2009-10-01,2012-09-30,"AXIS POINT ALTERNATIVE SOLUTIONS, INC.",80 RIVER STREET,HOBOKEN,NJ,7030,13-1073.00,Training and Development Specialists,PHYSICAL THERAPY PROFESSIONAL DEVELOPMENT SPECIALI,20.44,,Hour,Y,1.0,ENGLEWOOD,NJ,20.44,Hour,OES,'OFLC ONLINE DATA CENTER',2009.0,,,,,,,,561310.0
31872,I-200-09215-203540,CERTIFIED,2009-08-03,2009-08-07,H-1B,2009-10-02,2012-09-30,BDO SEIDMAN LLP,1001 MOREHEAD SQUARE DRIVE,CHARLOTTE,NC,28203,13-2011.00,Accountants and Auditors,ASSURANCE SENIOR ASSOCIATE,75000.0,,Year,Y,1.0,BETHESDA,MD,64200.0,Year,Other,WATSON WYATT DATA SERVICES,2008.0,,,,,,,,54121.0
71951,I-200-09254-845723,CERTIFIED,2009-09-11,2009-09-17,H-1B,2009-10-01,2012-09-30,CHRIST EVANGELICAL LUTHERAN CHURCH,8011 OLD GEORGETOWN RD.,BETHESDA,MD,20814,27-2041.01,Music Directors,ORGANIST AND ASSOCIATE DIRECTOR OF MUSIC,14.0,,Hour,N,1.0,BETHESDA,MD,13.89,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,813110.0
70169,I-200-09253-429479,CERTIFIED,2009-09-15,2009-09-21,H-1B,2009-11-06,2012-11-06,"METROLASER, INC.",8 CHRYSLER,IRVINE,CA,92618-,13-2011.01,Accountants,ACCOUNTANT,57450.0,,Year,Y,1.0,IRVINE,CA,57429.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,54171.0
28457,I-200-09210-639944,DENIED,2009-07-29,2009-08-03,H-1B,2009-10-01,2012-09-30,"POETTINGER US, INC.",107 EASTWOOD ROAD,MICHIGAN CITY,IN,46360,11-2021.00,Marketing Managers,BUSINESS DEVELOPMENT MANAGER,50000.0,,Year,Y,1.0,MICHIGAN CITY,IN,45573.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,333111.0
69093,I-200-09252-641268,CERTIFIED,2009-09-09,2009-09-15,H-1B,2009-10-11,2012-10-11,ALLIED WEST PAPER CORP.,11591 ETIWANDA AVENUE,FONTANA,CA,92337-,17-2071.00,Electrical Engineers,ELECTRICAL CONTROLS ENGINEER,65000.0,,Year,Y,1.0,FONTANA,CA,58906.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,32212.0
61440,I-200-09243-614901,CERTIFIED,2009-08-31,2009-09-04,H-1B,2009-09-01,2012-08-31,ST. MARK'S MEDICAL CENTER,ONE ST. MARK'S PLACE,LA GRANGE,TX,78945,29-2011.00,Medical and Clinical Laboratory Technologists,MEDICAL AND CLINICAL LABORATORY TECHNOLOGIST,21.33,,Hour,Y,1.0,LA GRANGE,TX,16.12,Hour,OES,,2009.0,,,,,,,,622110.0
3755,I-200-09170-203532,CERTIFIED,2009-06-22,2009-06-26,H-1B,2009-12-17,2012-12-17,"REALPAGE, INC.",4000 INTERNATIONAL PARKWAY,CARROLLTON,TX,75007,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE ENGINEER IV,92600.0,,Year,Y,1.0,CARROLLTON,TX,89170.0,Year,OES,OFLC ONLINE DATA CENTER,2008.0,,,,,,,,541511.0
14873,I-200-09196-603192,CERTIFIED,2009-07-16,2009-07-22,H-1B,2009-10-01,2012-09-30,INDIA HOUSE INC.,261 THAYER STREET,PROVIDENCE,RI,2906,11-9051.00,Food Service Managers,CATERING SALES AND MARKETING MANAGER,41000.0,,Year,Y,1.0,PROVIDENCE,RI,40726.0,Year,Other,FLC DATA CENTER,2009.0,,,,,,,,722110.0
12330,I-200-09194-552063,DENIED,2009-07-30,2009-08-03,H-1B,2009-07-31,2011-09-30,ABACUS MANAGEMENT SERVICES LLC,7777 LEESBURG PIKE,FALLS CHURCH,VA,22043,15-1099.01,Software Quality Assurance Engineers and Testers,SOFTWARE QUALITY ASSURANCE ANALYST,56056.0,,Year,Y,1.0,DUBLIN,OH,56056.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
11459,I-200-09191-930233,CERTIFIED,2009-07-10,2009-07-16,H-1B,2009-08-11,2009-12-11,DANA-FARBER CANCER INSTITUTE,44 BINNEY STREET,BOSTON,MA,2115,19-4021.00,Biological Technicians,SR. RESEARCH TECHNICIAN,52083.0,,Year,Y,1.0,BOSTON,MA,44512.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541710.0
83632,I-200-09267-876631,DENIED,2009-09-24,2009-09-28,H-1B,2009-11-15,2012-11-15,SANTA FE BUILDING & EQUIPMENT INC.,12645 CLARK ST.,SANTA FE SPRINGS,CA,90670,13-2011.01,Accountants,COST ACCOUNTANT,18.35,,Hour,Y,1.0,SANTA FE SPRINGS,CA,18.35,Hour,OES,,2007.0,,,,,,,,235990.0
79375,I-200-09264-362476,DENIED,2009-09-21,2009-09-24,H-1B,2009-10-01,2012-09-30,"INTERNATIONAL TRAINEE NETWORK, LLC",3325 WILSHIRE BLVD.,LOS ANGELES,CA,90010,13-2011.01,Accountants,BUSINESS OPERATIONS AND DEVELOPMENT ASSOCIATE,20.48,,Hour,N,1.0,LOS ANGELES,CA,20.48,Hour,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,56131.0
30419,I-200-09211-788870,CERTIFIED-WITHDRAWN,2009-07-30,2009-08-05,H-1B,2009-12-01,2012-11-30,ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNI,1300 MORRIS PARK AVENUE,BRONX,NY,10461,19-1021.00,Biochemists and Biophysicists,ASSISTANT PROFESSOR,90000.0,,Year,Y,1.0,BRONX,NY,51002.0,Year,OES,,2009.0,,,,,,,,611310.0
66669,I-200-09247-709015,CERTIFIED,2009-09-04,2009-09-11,H-1B,2009-09-08,2012-09-07,OBAYASHI CORPORATION,5000 SHORELINE COURT,SOUTH SAN FRANCISCO,CA,94080,15-1099.02,Computer Systems Engineers/Architects,IT ENGINEER,73500.0,,Year,Y,1.0,SOUTH SAN FRANCISCO,CA,69680.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,237990.0
37913,I-200-09222-239028,DENIED,2009-08-10,2009-08-14,H-1B,2009-10-01,2012-09-30,"MASTER YOO'S WORLD CLASS TAE KWON DO, INC.",14765 HAZEL DELL CROSSING,NOBLESVILLE,IN,46062,39-9031.00,Fitness Trainers and Aerobics Instructors,PROGRAM DIRECTOR,43120.0,,Year,Y,1.0,NOBLESVILLE,IN,43118.0,Year,Other,FLC DATA CENTER ONLINE WAGE LIBRARY,2009.0,,,,,,,,713940.0
78243,I-200-09261-475762,CERTIFIED,2009-09-18,2009-09-24,H-1B,2009-10-01,2012-09-30,MICROSOFT CORPORATION,1 MICROSOFT WAY,REDMOND,WA,98052,15-1032.00,"Computer Software Engineers, Systems Software",SOFTWARE DESIGN ENGINEER IN TEST II,81000.0,,Year,Y,1.0,REDMOND,WA,74755.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,51121.0
59895,I-200-09240-840041,CERTIFIED,2009-08-28,2009-09-03,H-1B,2009-10-01,2012-09-30,"SPRI PARTNERS, LLC",233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,15-1031.00,"Computer Software Engineers, Applications",.NET SOFTWARE ENGINEER,27.89,38.52,Hour,Y,1.0,CHICAGO,IL,58011.0,Year,OES,,2009.0,,,,,,,,541511.0
33120,I-200-09216-257028,CERTIFIED,2009-08-04,2009-08-10,H-1B,2009-08-23,2010-08-22,HUSTON-TILLOTSON COLLEGE,900 CHICON STREET,AUSTIN,TX,78702,25-1022.00,"Mathematical Science Teachers, Postsecondary",ASSISTANT PROFESSOR OF MATHEMATICS,37665.0,,Year,Y,1.0,AUSTIN,TX,33923.0,Year,Other,ON LINE WAGE LIBRARY,2009.0,,,,,,,,611310.0
20144,I-200-09202-896010,CERTIFIED,2009-07-21,2009-07-27,H-1B,2009-09-13,2012-09-13,UST GLOBAL INC.,120 VANTIS,ALISO VIEJO,CA,92656,15-1032.00,"Computer Software Engineers, Systems Software",SOFTWARE ENGINEER,90000.0,,Year,Y,1.0,WEST HILLS,CA,82576.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
79372,I-200-09264-359508,CERTIFIED,2009-09-21,2009-09-28,H-1B,2009-09-21,2012-09-20,ASG CONSULTING INC,38040 DUNDEE COMMON,FREMONT,CA,94536-,15-1051.00,Computer Systems Analysts,SOFTWARE ENGINEER,67500.0,,Year,Y,1.0,FREMONT,CA,52790.0,Year,Other,OES ONLINE WAGE LIBRARY,2009.0,SANTA CLARA,CA,52000.0,Year,Other,OES ONLINE WAGE LIBRARY,2009.0,541519.0
9795,I-200-09190-512322,CERTIFIED,2009-07-09,2009-07-15,H-1B,2009-08-18,2010-08-17,"CBI OF MARYLAND, INC",10128 COLESVILLE ROAD,SILVER SPRING,MD,20901,15-1041.00,Computer Support Specialists,PROGRAMMER ANALYST,46500.0,,Year,Y,1.0,SILVER SPRING,MD,43202.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,522298.0
71534,I-200-09254-501919,CERTIFIED,2009-09-11,2009-09-17,H-1B,2009-09-30,2012-09-29,"SAINCE, INC.","5470 MCGINNIS VILLAGE PLACE, SUITE 103",ALPHARETTA,GA,30005,15-1021.00,Computer Programmers,SOFTWARE PROGRAMMER,51000.0,100000.0,Year,Y,2.0,ALPHARETTA,GA,46571.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,DEERFIELD,IL,50398.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
27810,I-200-09210-297384,CERTIFIED,2009-07-31,2009-08-06,H-1B,2009-12-22,2012-12-21,QUALCOMM INCORPORATED,5775 MOREHOUSE DRIVE,SAN DIEGO,CA,92121,17-2072.00,"Electronics Engineers, Except Computer",SENIOR HARDWARE ENGINEER,92630.0,117760.0,Year,Y,1.0,SAN DIEGO,CA,92630.0,Year,Other,RADFORD BENCHMARK SURVEY - 5063,2009.0,,,,,,,,334220.0
71680,I-200-09254-614847,CERTIFIED,2009-09-11,2009-09-17,H-1B,2009-10-01,2012-09-30,"VOLVO GROUP NORTH AMERICA, INC.",7900 NATIONAL SERVICE ROAD,GREENSBORO,NC,27409,17-2141.00,Mechanical Engineers,PROCESS CONTROL ENGINEER,53602.0,68855.0,Year,Y,1.0,GREENSBORO,NC,53602.0,Year,OES,,2009.0,,,,,,,,336120.0
83675,I-200-09267-910387,CERTIFIED,2009-09-24,2009-09-24,H-1B,2009-11-18,2012-11-17,MICROSOFT CORPORATION,1 MICROSOFT WAY,REDMOND,WA,98052,15-1032.00,"Computer Software Engineers, Systems Software",SOFTWARE DEVELOPMENT ENGINEER,93840.0,,Year,Y,1.0,REDMOND,WA,87256.0,Year,OES,,2009.0,,,,,,,,51121.0
77647,I-200-09260-944213,CERTIFIED,2009-09-22,2009-09-28,H-1B,2009-11-02,2012-11-02,"BIG FISH GAMES, INC.",333 ELLIOTT AVENUE W,SEATTLE,WA,98119-,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,69160.0,,Year,Y,1.0,SEATTLE,WA,69160.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,519130.0
77984,I-200-09261-257383,DENIED,2009-09-18,2009-09-28,H-1B,2009-10-01,2012-09-30,"FIREFLY DESIGN + COMMUNICATIONS, INC.","27 WEST 24TH STREET, SUITE 303",NEW YORK,NY,10010,27-1024.00,Graphic Designers,GRAPHIC DESIGNER,40000.0,,Year,Y,1.0,NEW YORK,NY,36837.0,Year,OES,,2009.0,,,,,,,,541430.0
87981,I-203-09272-441105,CERTIFIED,2009-09-29,2009-09-29,E-3 Australian,2009-10-19,2011-10-18,"CONSULTANTS EXCHANGE USA, INC.",11715 SE 5TH STREET,BELLEVUE,WA,98005,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,74500.0,,Year,Y,1.0,BELLEVUE,WA,69160.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,561330.0
64798,I-200-09246-124129,CERTIFIED,2009-09-03,2009-09-10,H-1B,2009-09-25,2012-09-24,SUTTER HEALTH/ ALTA AES SUMMIT MEDICAL CENTER,3012 SUMMIT STREET,OAKLAND,CA,94069,29-2032.00,Diagnostic Medical Sonographers,SENIOR DIAGNOSTIC MEDICAL SONOGRAPHER,50.0,,Hour,Y,1.0,OAKLAND,CA,46.21,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,622110.0
66171,I-200-09247-264006,DENIED,2009-09-04,2009-09-10,H-1B,2009-11-16,2012-11-15,"MVP CONSULTING PLUS, INC.",435 NEW KARNER RD.,ALBANY,NY,12205-,15-1071.00,Network and Computer Systems Administrators,SYSTEMS ADMINISTRATOR,65000.0,75000.0,Year,Y,1.0,ALBANY,NY,63107.0,Year,OES,,2009.0,,,,,,,,541511.0
